Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-04-22 00:00:00+08:00,10.520904112278036,10.593966056535358,10.520904112278036,10.564741134643555,413669,0.0,0.0
2013-04-23 00:00:00+08:00,10.564742714044558,10.564742714044558,10.52090568512552,10.550129890441895,654649,0.0,0.0
2013-04-24 00:00:00+08:00,10.55012831322547,10.564741134643555,10.535516212751753,10.564741134643555,348380,0.0,0.0
2013-04-25 00:00:00+08:00,10.57935323511727,10.57935323511727,10.535516212751753,10.564741134643555,1151922,0.0,0.0
2013-04-26 00:00:00+08:00,10.520904112278036,10.57935323511727,10.520904112278036,10.564741134643555,1221764,0.0,0.0
2013-04-29 00:00:00+08:00,10.5647425228155,10.5647425228155,10.491680568958081,10.520905494689941,1311472,0.0,0.0
2013-04-30 00:00:00+08:00,10.447841447076346,10.593966056535358,10.447841447076346,10.564741134643555,825270,0.0,0.0
2013-05-02 00:00:00+08:00,10.52090568512552,10.608579742963597,10.418619524629257,10.550129890441895,376731,0.0,0.0
2013-05-03 00:00:00+08:00,10.462457331005528,10.55013140140002,10.374783260611034,10.447844505310059,1795501,0.0,0.0
2013-05-06 00:00:00+08:00,10.959276496889984,11.003112804071078,10.404006512706966,10.520905494689941,2018891,0.0,0.0
2013-05-07 00:00:00+08:00,10.608579635620117,10.637804561585254,10.535517681179508,10.608579635620117,1347582,0.0,0.0
2013-05-08 00:00:00+08:00,10.681642438143136,10.740091573769583,10.60858047790168,10.667030334472656,1297710,0.0,0.0
2013-05-09 00:00:00+08:00,10.667030334472656,10.710866645484096,10.63780540618717,10.667030334472656,896560,0.0,0.0
2013-05-10 00:00:00+08:00,10.462455738046348,10.608579647085488,10.462455738046348,10.535517692565918,1156992,0.0,0.0
2013-05-13 00:00:00+08:00,10.550129699477338,10.5647425228155,10.462455643226221,10.520905494689941,1234904,0.0,0.0
2013-05-14 00:00:00+08:00,10.550129699477338,10.550129699477338,10.50629267135178,10.520905494689941,447814,0.0,0.0
2013-05-15 00:00:00+08:00,10.55013140140002,10.564744227095488,10.345558330164677,10.447844505310059,1739627,0.0,0.0
2013-05-16 00:00:00+08:00,10.44784232410685,10.462455146751589,10.257882118225098,10.257882118225098,1477333,0.0,0.0
2013-05-17 00:00:00+08:00,10.330946225413788,10.447844505310059,10.28710919021654,10.447844505310059,672239,0.0,0.0
2013-05-20 00:00:00+08:00,10.447842502034606,10.447842502034606,10.330944244552475,10.43323040008545,2652122,0.0,0.0
2013-05-21 00:00:00+08:00,10.4478434418706,10.506293296813965,10.433231338607012,10.506293296813965,1222385,0.0,0.0
2013-05-22 00:00:00+08:00,10.520907191898242,10.535519296649131,10.447844505310059,10.447844505310059,1408940,0.0,0.0
2013-05-23 00:00:00+08:00,10.374781094660868,10.462455146751589,10.199432269534997,10.257882118225098,1788878,0.0,0.0
2013-05-27 00:00:00+08:00,10.228658159026912,10.243270262105979,10.082534965402754,10.184821128845215,493030,0.0,0.0
2013-05-28 00:00:00+08:00,10.214048476953563,10.287110451555554,10.214048476953563,10.228660583496094,1240181,0.0,0.0
2013-05-29 00:00:00+08:00,10.243270299085578,10.491681098937988,10.228658195953761,10.491681098937988,491478,0.0,0.0
2013-05-30 00:00:00+08:00,10.47706714332724,10.47706714332724,10.257882015299694,10.31633186340332,513621,0.0,0.0
2013-05-31 00:00:00+08:00,10.3601713180542,10.41862117986198,10.24327159443864,10.3601713180542,898112,0.0,0.0
2013-06-03 00:00:00+08:00,10.257881066568594,10.257881066568594,10.097145080566406,10.097145080566406,2002542,0.0,0.0
2013-06-04 00:00:00+08:00,10.126374395809039,10.228660583496094,10.126374395809039,10.228660583496094,566079,0.0,0.0
2013-06-05 00:00:00+08:00,10.228659536993355,10.28710939907276,10.199434605953652,10.2140474319458,717765,0.0,0.0
2013-06-06 00:00:00+08:00,10.27249473970354,10.301719665527344,10.199432785616267,10.301719665527344,393286,0.0,0.0
2013-06-07 00:00:00+08:00,10.301719040905203,10.418618737112457,10.15559586253498,10.31633186340332,621642,0.0,0.0
2013-06-10 00:00:00+08:00,10.301719040905203,10.374780990562526,10.301719040905203,10.31633186340332,690760,0.0,0.0
2013-06-11 00:00:00+08:00,10.301720524984418,10.418620238032396,10.272495596722424,10.287108421325684,1453535,0.0,0.0
2013-06-12 00:00:00+08:00,10.228658254095448,10.287108108843961,10.140984913861688,10.199433326721191,485994,0.0,0.0
2013-06-13 00:00:00+08:00,10.228657648107763,10.228657648107763,10.009472508147526,10.06792163848877,899043,0.0,0.0
2013-06-14 00:00:00+08:00,10.082534461782426,10.126371489774474,10.009472508147526,10.06792163848877,1265428,0.0,0.0
2013-06-17 00:00:00+08:00,10.06792101397752,10.17020716596602,10.009471887261865,10.082533836364746,228770,0.0,0.0
2013-06-18 00:00:00+08:00,10.082533836364746,10.155595785467627,10.009471887261865,10.082533836364746,113091,0.0,0.0
2013-06-19 00:00:00+08:00,10.155594923264122,10.155594923264122,10.009471037464186,10.097145080566406,198557,0.0,0.0
2013-06-20 00:00:00+08:00,10.024085998535156,10.038698823852256,9.994861068845518,10.024085998535156,398977,0.0,0.0
2013-06-21 00:00:00+08:00,10.024086417051617,10.126373314763656,9.73183927078729,10.053311347961426,1225592,0.0,0.0
2013-06-24 00:00:00+08:00,10.082535227733395,10.082535227733395,9.994860444144352,10.038698196411133,565045,0.0,0.0
2013-06-25 00:00:00+08:00,9.877961263911635,10.082534298203688,9.819511413574219,9.819511413574219,685483,0.0,0.0
2013-06-26 00:00:00+08:00,9.83412603082237,9.980249241436525,9.790288274599085,9.877963066101074,1077942,0.0,0.0
2013-06-27 00:00:00+08:00,9.89257324790744,10.009472955705842,9.89257324790744,9.95102310180664,771155,0.0,0.0
2013-06-28 00:00:00+08:00,9.965635070944787,10.155596733093262,9.965635070944787,10.155596733093262,1337546,0.0,0.0
2013-07-01 00:00:00+08:00,10.111761049427555,10.491682261451885,10.111761049427555,10.447844505310059,526865,0.0,0.0
