Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-20 00:00:00+08:00,1428.6400146484375,1428.6400146484375,1418.8199462890625,1422.1099853515625,79987200,0.0,0.0
2023-04-25 00:00:00+08:00,1422.27001953125,1427.0,1420.8399658203125,1425.18994140625,86166500,0.0,0.0
2023-04-26 00:00:00+08:00,1421.969970703125,1422.47998046875,1412.75,1414.25,108165700,0.0,0.0
2023-04-27 00:00:00+08:00,1416.43994140625,1418.1700439453125,1413.4599609375,1418.050048828125,87781900,0.0,0.0
2023-04-28 00:00:00+08:00,1418.239990234375,1420.5,1412.8399658203125,1415.949951171875,92223200,0.0,0.0
2023-05-02 00:00:00+08:00,1416.2099609375,1428.3199462890625,1415.9200439453125,1426.1099853515625,95430800,0.0,0.0
2023-05-03 00:00:00+08:00,1423.9000244140625,1425.989990234375,1415.469970703125,1425.989990234375,108563000,0.0,0.0
2023-05-05 00:00:00+08:00,1423.6099853515625,1431.22998046875,1421.780029296875,1431.0400390625,83059100,0.0,0.0
2023-05-08 00:00:00+08:00,1432.300048828125,1438.3299560546875,1430.8599853515625,1433.739990234375,79483400,0.0,0.0
2023-05-09 00:00:00+08:00,1431.5799560546875,1432.75,1428.52001953125,1432.6300048828125,95374100,0.0,0.0
2023-05-10 00:00:00+08:00,1433.1099853515625,1433.6800537109375,1424.530029296875,1425.6800537109375,90411500,0.0,0.0
2023-05-11 00:00:00+08:00,1425.5799560546875,1428.780029296875,1424.8199462890625,1425.1800537109375,122493500,0.0,0.0
2023-05-12 00:00:00+08:00,1426.47998046875,1429.9200439453125,1422.9200439453125,1422.9200439453125,153286800,0.0,0.0
2023-05-15 00:00:00+08:00,1423.530029296875,1427.3599853515625,1415.93994140625,1417.3699951171875,92214400,0.0,0.0
2023-05-16 00:00:00+08:00,1417.9200439453125,1426.1199951171875,1417.9200439453125,1423.5,93493100,0.0,0.0
2023-05-17 00:00:00+08:00,1422.010009765625,1427.4000244140625,1421.3399658203125,1424.3399658203125,92504200,0.0,0.0
2023-05-18 00:00:00+08:00,1424.739990234375,1428.0400390625,1421.9200439453125,1428.0400390625,88484500,0.0,0.0
2023-05-19 00:00:00+08:00,1425.449951171875,1428.5400390625,1423.6500244140625,1428.5400390625,91861400,0.0,0.0
2023-05-22 00:00:00+08:00,1423.6199951171875,1425.6600341796875,1416.199951171875,1419.0,116266900,0.0,0.0
2023-05-23 00:00:00+08:00,1418.3199462890625,1419.6099853515625,1409.510009765625,1411.5400390625,106577700,0.0,0.0
2023-05-24 00:00:00+08:00,1411.3599853515625,1414.6600341796875,1406.27001953125,1409.6199951171875,122164200,0.0,0.0
2023-05-25 00:00:00+08:00,1408.93994140625,1411.4200439453125,1402.47998046875,1402.47998046875,116408900,0.0,0.0
2023-05-26 00:00:00+08:00,1402.9300537109375,1405.449951171875,1397.97998046875,1402.97998046875,149780100,0.0,0.0
2023-05-29 00:00:00+08:00,1405.469970703125,1406.530029296875,1401.9300537109375,1404.9300537109375,130205600,0.0,0.0
2023-05-30 00:00:00+08:00,1406.0400390625,1406.0400390625,1396.9100341796875,1396.9100341796875,152265400,0.0,0.0
2023-05-31 00:00:00+08:00,1396.6800537109375,1398.3800048828125,1380.9000244140625,1387.1199951171875,657523800,0.0,0.0
2023-06-01 00:00:00+08:00,1383.300048828125,1386.4100341796875,1378.5799560546875,1383.010009765625,139957800,0.0,0.0
2023-06-02 00:00:00+08:00,1385.8199462890625,1385.8199462890625,1376.780029296875,1381.260009765625,128952300,0.0,0.0
2023-06-06 00:00:00+08:00,1382.0999755859375,1383.5799560546875,1377.3499755859375,1383.1700439453125,0,0.0,0.0
